state,district,soil_type,season,irrigation_available,land_area,climate_zone,label_crop
Maharashtra,Aurangabad,Clay,Kharif,1,7.0,Semi-arid,Rice
Maharashtra,Nashik,Laterite,Zaid,1,24.5,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Clay,Zaid,1,13.0,Semi-arid,Maize
Maharashtra,Satara,Black,Kharif,1,17.8,Humid,Sunflower
Karnataka,Hubli,Loamy,Kharif,1,15.5,Semi-arid,Maize
Gujarat,Surat,Black,Zaid,1,0.9,Humid,Sunflower
Karnataka,Hubli,Clay,Rabi,1,11.2,Semi-arid,Gram
Maharashtra,Ahmednagar,Laterite,Kharif,1,0.9,Semi-arid,Groundnut
Karnataka,Hubli,Sandy,Rabi,0,21.8,Semi-arid,Gram
Karnataka,Bangalore Rural,Red,Zaid,0,21.2,Semi-arid,Maize
Gujarat,Junagadh,Clay,Kharif,1,9.5,Arid,Rice
Maharashtra,Pune,Alluvial,Kharif,1,12.1,Semi-arid,Maize
Gujarat,Ahmedabad,Laterite,Zaid,1,12.7,Arid,Groundnut
Karnataka,Mysore,Black,Kharif,1,10.9,Humid,Jowar
Gujarat,Surat,Loamy,Rabi,1,11.3,Humid,Gram
Gujarat,Surat,Laterite,Kharif,1,16.2,Humid,Groundnut
Gujarat,Vadodara,Loamy,Kharif,1,15.9,Semi-arid,Cotton
Karnataka,Bangalore Rural,Sandy,Zaid,0,24.7,Semi-arid,Groundnut
Gujarat,Rajkot,Red,Zaid,1,5.7,Semi-arid,Sunflower
Maharashtra,Nagpur,Black,Zaid,1,18.3,Sub-humid,Sunflower
Gujarat,Ahmedabad,Clay,Zaid,1,14.5,Arid,Onion
Gujarat,Junagadh,Clay,Kharif,1,13.8,Arid,Rice
Gujarat,Surat,Alluvial,Kharif,0,6.9,Humid,Maize
Maharashtra,Nashik,Black,Kharif,0,5.2,Semi-arid,Sunflower
Maharashtra,Kolhapur,Alluvial,Zaid,1,20.1,Humid,Onion
Gujarat,Junagadh,Red,Kharif,1,9.4,Arid,Maize
Gujarat,Vadodara,Alluvial,Zaid,1,24.2,Semi-arid,Maize
Maharashtra,Aurangabad,Sandy,Kharif,1,17.6,Semi-arid,Groundnut
Maharashtra,Nagpur,Red,Rabi,0,0.8,Sub-humid,Sunflower
Karnataka,Mysore,Loamy,Zaid,1,8.0,Humid,Sunflower
Maharashtra,Pune,Alluvial,Rabi,1,23.9,Semi-arid,Wheat
Karnataka,Hubli,Laterite,Rabi,0,15.5,Semi-arid,Wheat
Karnataka,Gulbarga,Black,Zaid,1,14.8,Semi-arid,Sunflower
Maharashtra,Pune,Clay,Rabi,0,11.7,Semi-arid,Wheat
Maharashtra,Kolhapur,Black,Kharif,0,4.5,Humid,Jowar
Karnataka,Mysore,Loamy,Rabi,0,14.6,Humid,Gram
Maharashtra,Aurangabad,Loamy,Kharif,1,1.6,Semi-arid,Soybean
Gujarat,Rajkot,Clay,Rabi,1,18.0,Semi-arid,Gram
Gujarat,Vadodara,Loamy,Zaid,1,10.7,Semi-arid,Maize
Maharashtra,Kolhapur,Black,Kharif,0,13.5,Humid,Soybean
Maharashtra,Ahmednagar,Black,Zaid,1,20.1,Semi-arid,Sunflower
Maharashtra,Satara,Red,Zaid,1,20.4,Humid,Groundnut
Maharashtra,Nashik,Clay,Rabi,1,8.7,Semi-arid,Gram
Gujarat,Ahmedabad,Red,Rabi,1,9.1,Arid,Sunflower
Karnataka,Hubli,Clay,Kharif,1,17.8,Semi-arid,Rice
Karnataka,Hubli,Clay,Zaid,1,14.7,Semi-arid,Sunflower
Gujarat,Ahmedabad,Laterite,Kharif,1,19.8,Arid,Groundnut
Karnataka,Bangalore Rural,Loamy,Rabi,1,1.9,Semi-arid,Wheat
Maharashtra,Pune,Clay,Rabi,1,9.0,Semi-arid,Gram
Maharashtra,Nagpur,Loamy,Kharif,1,5.0,Sub-humid,Maize
Gujarat,Rajkot,Clay,Rabi,1,20.4,Semi-arid,Wheat
Maharashtra,Aurangabad,Red,Rabi,0,22.4,Semi-arid,Sunflower
Karnataka,Gulbarga,Sandy,Kharif,0,22.4,Semi-arid,Groundnut
Maharashtra,Kolhapur,Red,Kharif,1,1.8,Humid,Groundnut
Maharashtra,Pune,Black,Rabi,1,4.4,Semi-arid,Sunflower
Karnataka,Mysore,Loamy,Rabi,1,15.0,Humid,Gram
Gujarat,Ahmedabad,Loamy,Zaid,0,6.3,Arid,Maize
Maharashtra,Nashik,Laterite,Rabi,1,16.2,Semi-arid,Onion
Gujarat,Rajkot,Laterite,Rabi,1,19.6,Semi-arid,Wheat
Gujarat,Rajkot,Loamy,Rabi,1,7.8,Semi-arid,Wheat
Maharashtra,Satara,Alluvial,Kharif,0,9.4,Humid,Maize
Gujarat,Surat,Alluvial,Zaid,0,23.3,Humid,Onion
Karnataka,Hubli,Clay,Zaid,1,15.5,Semi-arid,Onion
Gujarat,Ahmedabad,Clay,Rabi,1,7.5,Arid,Wheat
Karnataka,Hubli,Red,Rabi,1,9.6,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Sandy,Kharif,1,24.4,Semi-arid,Groundnut
Karnataka,Mysore,Loamy,Zaid,1,3.0,Humid,Maize
Karnataka,Hubli,Clay,Zaid,0,17.2,Semi-arid,Groundnut
Karnataka,Mysore,Red,Kharif,1,12.7,Humid,Tur
Maharashtra,Aurangabad,Black,Zaid,1,10.7,Semi-arid,Sunflower
Maharashtra,Aurangabad,Red,Rabi,0,13.6,Semi-arid,Sunflower
Gujarat,Vadodara,Black,Kharif,0,7.9,Semi-arid,Soybean
Karnataka,Gulbarga,Clay,Zaid,1,1.4,Semi-arid,Groundnut
Maharashtra,Pune,Loamy,Zaid,0,11.1,Semi-arid,Maize
Gujarat,Junagadh,Loamy,Zaid,1,14.1,Arid,Maize
Maharashtra,Ahmednagar,Loamy,Kharif,1,15.7,Semi-arid,Sunflower
Maharashtra,Nashik,Laterite,Zaid,1,21.9,Semi-arid,Groundnut
Karnataka,Hubli,Alluvial,Zaid,1,18.0,Semi-arid,Onion
Karnataka,Gulbarga,Laterite,Rabi,0,10.3,Semi-arid,Gram
Karnataka,Bangalore Rural,Sandy,Kharif,1,24.0,Semi-arid,Groundnut
Karnataka,Bangalore Rural,Alluvial,Kharif,0,22.7,Semi-arid,Maize
Gujarat,Junagadh,Loamy,Kharif,1,4.4,Arid,Cotton
Gujarat,Rajkot,Alluvial,Zaid,1,9.8,Semi-arid,Onion
Maharashtra,Nagpur,Loamy,Rabi,1,24.0,Sub-humid,Sunflower
Karnataka,Gulbarga,Black,Kharif,1,13.8,Semi-arid,Sunflower
Karnataka,Hubli,Red,Rabi,1,5.2,Semi-arid,Sunflower
Karnataka,Mysore,Laterite,Rabi,0,7.5,Humid,Sunflower
Gujarat,Ahmedabad,Red,Kharif,1,12.2,Arid,Cotton
Maharashtra,Satara,Alluvial,Zaid,1,19.5,Humid,Onion
Gujarat,Surat,Black,Kharif,0,17.7,Humid,Soybean
Karnataka,Hubli,Laterite,Kharif,1,23.7,Semi-arid,Groundnut
Karnataka,Hubli,Alluvial,Kharif,0,1.1,Semi-arid,Maize
Gujarat,Junagadh,Loamy,Zaid,1,23.3,Arid,Sunflower
Maharashtra,Solapur,Laterite,Rabi,1,9.3,Arid,Gram
Gujarat,Surat,Black,Rabi,1,5.6,Humid,Gram
Karnataka,Gulbarga,Sandy,Rabi,1,24.0,Semi-arid,Gram
Gujarat,Ahmedabad,Laterite,Zaid,1,10.8,Arid,Groundnut
Maharashtra,Solapur,Red,Rabi,1,22.3,Arid,Sunflower
Karnataka,Mysore,Sandy,Zaid,0,20.8,Humid,Groundnut
Gujarat,Vadodara,Sandy,Zaid,0,11.1,Semi-arid,Groundnut
Karnataka,Gulbarga,Red,Rabi,1,1.7,Semi-arid,Sunflower
Karnataka,Gulbarga,Alluvial,Kharif,1,6.8,Semi-arid,Maize
Karnataka,Belgaum,Alluvial,Kharif,1,6.0,Semi-arid,Rice
Gujarat,Vadodara,Laterite,Zaid,0,15.1,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Clay,Kharif,1,7.8,Semi-arid,Rice
Maharashtra,Kolhapur,Red,Rabi,1,3.6,Humid,Sunflower
Gujarat,Junagadh,Sandy,Zaid,0,9.6,Arid,Groundnut
Karnataka,Mysore,Black,Kharif,0,2.9,Humid,Soybean
Gujarat,Surat,Alluvial,Kharif,1,16.7,Humid,Maize
Maharashtra,Satara,Red,Rabi,0,6.4,Humid,Sunflower
Maharashtra,Nagpur,Laterite,Zaid,1,23.8,Sub-humid,Groundnut
Karnataka,Gulbarga,Laterite,Rabi,1,21.4,Semi-arid,Sunflower
Gujarat,Ahmedabad,Loamy,Kharif,1,9.4,Arid,Soybean
Gujarat,Rajkot,Red,Kharif,0,12.3,Semi-arid,Groundnut
Gujarat,Ahmedabad,Sandy,Kharif,1,19.5,Arid,Groundnut
Maharashtra,Solapur,Alluvial,Rabi,0,21.8,Arid,Onion
Maharashtra,Solapur,Clay,Rabi,1,14.2,Arid,Wheat
Maharashtra,Pune,Clay,Rabi,1,18.9,Semi-arid,Gram
Maharashtra,Satara,Sandy,Kharif,0,18.6,Humid,Groundnut
Gujarat,Ahmedabad,Black,Kharif,1,12.3,Arid,Soybean
Maharashtra,Solapur,Clay,Kharif,1,5.5,Arid,Rice
Karnataka,Gulbarga,Laterite,Kharif,1,12.6,Semi-arid,Groundnut
Maharashtra,Aurangabad,Black,Zaid,1,16.9,Semi-arid,Sunflower
Maharashtra,Nagpur,Alluvial,Kharif,0,13.0,Sub-humid,Maize
Maharashtra,Solapur,Alluvial,Kharif,1,8.9,Arid,Maize
Gujarat,Vadodara,Clay,Kharif,1,9.1,Semi-arid,Rice
Gujarat,Surat,Loamy,Zaid,1,2.1,Humid,Maize
Karnataka,Mysore,Red,Kharif,1,9.2,Humid,Maize
Maharashtra,Satara,Loamy,Zaid,1,4.3,Humid,Sunflower
Karnataka,Hubli,Laterite,Rabi,1,3.1,Semi-arid,Wheat
Karnataka,Belgaum,Laterite,Kharif,0,21.4,Semi-arid,Groundnut
Karnataka,Gulbarga,Loamy,Zaid,0,13.9,Semi-arid,Sunflower
Maharashtra,Ahmednagar,Loamy,Rabi,1,19.4,Semi-arid,Sunflower
Maharashtra,Solapur,Red,Kharif,1,3.7,Arid,Tur
Gujarat,Surat,Red,Rabi,0,17.9,Humid,Sunflower
Karnataka,Gulbarga,Alluvial,Kharif,1,14.1,Semi-arid,Rice
Gujarat,Rajkot,Clay,Rabi,1,3.3,Semi-arid,Wheat
Karnataka,Bangalore Rural,Loamy,Kharif,1,5.5,Semi-arid,Sunflower
Karnataka,Hubli,Red,Zaid,1,7.4,Semi-arid,Sunflower
Maharashtra,Aurangabad,Alluvial,Kharif,1,3.0,Semi-arid,Rice
Gujarat,Surat,Sandy,Zaid,1,15.2,Humid,Groundnut
Gujarat,Rajkot,Laterite,Kharif,0,2.5,Semi-arid,Tur
Karnataka,Hubli,Clay,Zaid,1,15.5,Semi-arid,Groundnut
Maharashtra,Nashik,Red,Zaid,0,20.1,Semi-arid,Maize
Karnataka,Bangalore Rural,Laterite,Rabi,1,4.4,Semi-arid,Onion
Maharashtra,Kolhapur,Sandy,Zaid,1,11.1,Humid,Groundnut
Maharashtra,Ahmednagar,Clay,Rabi,1,13.6,Semi-arid,Gram
Karnataka,Bangalore Rural,Clay,Zaid,0,15.1,Semi-arid,Maize
Maharashtra,Nagpur,Black,Rabi,0,10.8,Sub-humid,Gram
Gujarat,Vadodara,Sandy,Zaid,1,14.8,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Red,Kharif,1,21.5,Semi-arid,Sunflower
Maharashtra,Nashik,Sandy,Rabi,1,24.2,Semi-arid,Wheat
Karnataka,Mysore,Alluvial,Rabi,1,22.7,Humid,Wheat
Gujarat,Vadodara,Clay,Kharif,1,1.3,Semi-arid,Rice
Maharashtra,Aurangabad,Sandy,Rabi,1,20.9,Semi-arid,Onion
Maharashtra,Aurangabad,Sandy,Rabi,1,22.3,Semi-arid,Sunflower
Karnataka,Hubli,Clay,Rabi,1,5.3,Semi-arid,Gram
Karnataka,Mysore,Alluvial,Kharif,1,18.6,Humid,Maize
Karnataka,Mysore,Laterite,Rabi,1,17.5,Humid,Onion
Maharashtra,Nashik,Clay,Zaid,1,1.4,Semi-arid,Groundnut
Maharashtra,Pune,Sandy,Rabi,1,15.6,Semi-arid,Wheat
Maharashtra,Pune,Loamy,Zaid,0,13.2,Semi-arid,Sunflower
Gujarat,Rajkot,Black,Kharif,1,8.2,Semi-arid,Cotton
Gujarat,Surat,Alluvial,Zaid,0,17.1,Humid,Maize
Karnataka,Gulbarga,Clay,Rabi,1,11.9,Semi-arid,Wheat
Karnataka,Bangalore Rural,Sandy,Rabi,1,22.4,Semi-arid,Sunflower
Maharashtra,Nagpur,Alluvial,Kharif,1,21.1,Sub-humid,Maize
Maharashtra,Satara,Loamy,Zaid,1,5.2,Humid,Maize
Karnataka,Bangalore Rural,Laterite,Rabi,1,7.0,Semi-arid,Onion
Gujarat,Rajkot,Red,Zaid,1,23.6,Semi-arid,Maize
Maharashtra,Nagpur,Sandy,Kharif,0,4.6,Sub-humid,Groundnut
Maharashtra,Kolhapur,Black,Kharif,0,24.7,Humid,Sunflower
Maharashtra,Ahmednagar,Sandy,Rabi,0,19.0,Semi-arid,Sunflower
Karnataka,Gulbarga,Clay,Zaid,1,2.7,Semi-arid,Groundnut
Maharashtra,Ahmednagar,Clay,Rabi,1,7.1,Semi-arid,Wheat
Gujarat,Surat,Red,Rabi,1,13.5,Humid,Sunflower
Maharashtra,Ahmednagar,Clay,Kharif,0,24.9,Semi-arid,Rice
Karnataka,Belgaum,Sandy,Zaid,1,12.0,Semi-arid,Groundnut
Gujarat,Vadodara,Loamy,Kharif,0,20.0,Semi-arid,Maize
Karnataka,Mysore,Loamy,Zaid,0,14.9,Humid,Maize
Gujarat,Vadodara,Clay,Rabi,1,24.2,Semi-arid,Gram
Maharashtra,Aurangabad,Alluvial,Zaid,1,22.5,Semi-arid,Onion
Gujarat,Surat,Black,Zaid,1,14.5,Humid,Sunflower
Maharashtra,Solapur,Sandy,Kharif,1,23.9,Arid,Groundnut
Maharashtra,Nagpur,Alluvial,Kharif,0,16.2,Sub-humid,Rice
Karnataka,Belgaum,Clay,Rabi,1,8.4,Semi-arid,Wheat
Karnataka,Bangalore Rural,Sandy,Rabi,1,16.7,Semi-arid,Gram
Gujarat,Surat,Clay,Zaid,1,5.5,Humid,Groundnut
Gujarat,Ahmedabad,Red,Kharif,1,21.6,Arid,Tur
Maharashtra,Solapur,Laterite,Zaid,1,10.7,Arid,Groundnut
Gujarat,Junagadh,Alluvial,Zaid,1,16.7,Arid,Onion
Gujarat,Vadodara,Alluvial,Rabi,1,13.6,Semi-arid,Gram
Maharashtra,Aurangabad,Loamy,Rabi,0,18.1,Semi-arid,Wheat
Karnataka,Hubli,Red,Kharif,1,24.4,Semi-arid,Jowar
Gujarat,Rajkot,Loamy,Kharif,1,14.4,Semi-arid,Cotton
Gujarat,Surat,Clay,Zaid,1,15.4,Humid,Groundnut
Maharashtra,Solapur,Black,Rabi,1,18.6,Arid,Wheat
Gujarat,Surat,Laterite,Kharif,0,19.2,Humid,Tur
Maharashtra,Ahmednagar,Clay,Zaid,1,3.4,Semi-arid,Onion
Karnataka,Gulbarga,Laterite,Rabi,1,1.6,Semi-arid,Wheat
Gujarat,Ahmedabad,Black,Kharif,1,23.3,Arid,Sunflower
Maharashtra,Nashik,Red,Rabi,1,17.6,Semi-arid,Sunflower
Karnataka,Gulbarga,Alluvial,Rabi,1,11.3,Semi-arid,Wheat
Maharashtra,Pune,Loamy,Kharif,1,5.1,Semi-arid,Cotton
Gujarat,Rajkot,Clay,Rabi,1,1.0,Semi-arid,Wheat
Maharashtra,Nagpur,Alluvial,Zaid,1,8.3,Sub-humid,Onion
Gujarat,Ahmedabad,Alluvial,Zaid,0,14.7,Arid,Maize
Gujarat,Junagadh,Black,Kharif,1,22.4,Arid,Sunflower
Gujarat,Ahmedabad,Alluvial,Zaid,1,18.3,Arid,Onion
Gujarat,Junagadh,Clay,Kharif,0,7.0,Arid,Rice
Karnataka,Bangalore Rural,Loamy,Zaid,1,7.9,Semi-arid,Maize
Gujarat,Vadodara,Alluvial,Zaid,0,6.9,Semi-arid,Maize
Karnataka,Gulbarga,Red,Rabi,0,8.9,Semi-arid,Sunflower
Karnataka,Mysore,Clay,Kharif,1,14.1,Humid,Rice
Gujarat,Junagadh,Loamy,Kharif,0,8.1,Arid,Cotton
Karnataka,Bangalore Rural,Clay,Rabi,0,16.3,Semi-arid,Gram
Maharashtra,Nashik,Black,Zaid,1,20.2,Semi-arid,Sunflower
Maharashtra,Solapur,Red,Zaid,0,19.6,Arid,Maize
Gujarat,Junagadh,Alluvial,Kharif,0,21.6,Arid,Maize
Maharashtra,Pune,Black,Rabi,1,11.3,Semi-arid,Sunflower
Karnataka,Mysore,Black,Rabi,1,23.1,Humid,Gram
Karnataka,Hubli,Red,Zaid,1,18.7,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Clay,Zaid,1,23.8,Semi-arid,Onion
Karnataka,Belgaum,Sandy,Kharif,0,10.1,Semi-arid,Groundnut
Gujarat,Rajkot,Alluvial,Zaid,1,23.1,Semi-arid,Onion
Karnataka,Hubli,Loamy,Rabi,1,19.1,Semi-arid,Gram
Gujarat,Rajkot,Loamy,Rabi,1,24.5,Semi-arid,Gram
Karnataka,Hubli,Clay,Rabi,0,11.1,Semi-arid,Wheat
Maharashtra,Satara,Clay,Zaid,1,6.1,Humid,Groundnut
Karnataka,Mysore,Black,Rabi,1,17.4,Humid,Sunflower
Maharashtra,Nagpur,Black,Rabi,0,10.5,Sub-humid,Sunflower
Karnataka,Gulbarga,Sandy,Rabi,0,6.7,Semi-arid,Onion
Gujarat,Vadodara,Sandy,Kharif,0,24.3,Semi-arid,Groundnut
Maharashtra,Satara,Alluvial,Zaid,1,5.2,Humid,Onion
Gujarat,Ahmedabad,Laterite,Rabi,1,10.7,Arid,Sunflower
Maharashtra,Pune,Black,Kharif,1,23.2,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Sandy,Zaid,0,6.9,Semi-arid,Groundnut
Karnataka,Hubli,Sandy,Zaid,1,14.9,Semi-arid,Groundnut
Maharashtra,Kolhapur,Clay,Kharif,0,11.9,Humid,Rice
Karnataka,Hubli,Laterite,Rabi,0,7.8,Semi-arid,Gram
Karnataka,Mysore,Black,Rabi,1,17.8,Humid,Gram
Gujarat,Junagadh,Red,Kharif,1,7.3,Arid,Jowar
Karnataka,Bangalore Rural,Laterite,Rabi,1,14.2,Semi-arid,Sunflower
Gujarat,Vadodara,Black,Kharif,1,23.3,Semi-arid,Soybean
Maharashtra,Ahmednagar,Red,Rabi,0,1.9,Semi-arid,Sunflower
Maharashtra,Pune,Loamy,Kharif,1,10.5,Semi-arid,Soybean
Karnataka,Gulbarga,Laterite,Kharif,1,10.0,Semi-arid,Tur
Gujarat,Vadodara,Alluvial,Rabi,1,10.3,Semi-arid,Wheat
Maharashtra,Nashik,Sandy,Kharif,1,10.7,Semi-arid,Groundnut
Karnataka,Belgaum,Laterite,Rabi,1,10.3,Semi-arid,Gram
Maharashtra,Pune,Black,Zaid,1,13.1,Semi-arid,Sunflower
Karnataka,Hubli,Clay,Rabi,1,8.8,Semi-arid,Gram
Gujarat,Surat,Red,Rabi,1,10.2,Humid,Sunflower
Gujarat,Vadodara,Sandy,Zaid,0,10.4,Semi-arid,Groundnut
Gujarat,Surat,Red,Kharif,1,8.7,Humid,Maize
Gujarat,Ahmedabad,Black,Rabi,1,22.6,Arid,Sunflower
Gujarat,Surat,Laterite,Rabi,1,18.7,Humid,Gram
Maharashtra,Nagpur,Loamy,Rabi,1,11.8,Sub-humid,Sunflower
Maharashtra,Solapur,Sandy,Zaid,1,21.7,Arid,Groundnut
Gujarat,Ahmedabad,Sandy,Rabi,0,13.4,Arid,Sunflower
Gujarat,Junagadh,Laterite,Zaid,1,8.8,Arid,Groundnut
Gujarat,Vadodara,Alluvial,Kharif,1,15.0,Semi-arid,Maize
Gujarat,Junagadh,Clay,Rabi,1,18.2,Arid,Gram
Gujarat,Rajkot,Red,Kharif,0,14.5,Semi-arid,Maize
Gujarat,Vadodara,Red,Rabi,1,9.2,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Clay,Zaid,0,13.4,Semi-arid,Maize
Maharashtra,Kolhapur,Clay,Zaid,1,21.9,Humid,Onion
Karnataka,Hubli,Black,Rabi,1,16.6,Semi-arid,Gram
Maharashtra,Aurangabad,Alluvial,Rabi,0,22.3,Semi-arid,Onion
Gujarat,Rajkot,Clay,Kharif,0,21.5,Semi-arid,Rice
Karnataka,Belgaum,Alluvial,Rabi,0,8.4,Semi-arid,Gram
Karnataka,Belgaum,Loamy,Kharif,1,1.7,Semi-arid,Maize
Maharashtra,Nashik,Loamy,Rabi,1,8.9,Semi-arid,Gram
Karnataka,Hubli,Loamy,Zaid,1,1.1,Semi-arid,Sunflower
Maharashtra,Satara,Laterite,Kharif,0,3.5,Humid,Tur
Gujarat,Rajkot,Clay,Rabi,1,9.1,Semi-arid,Gram
Karnataka,Mysore,Black,Rabi,1,12.8,Humid,Wheat
Maharashtra,Nagpur,Sandy,Rabi,1,4.6,Sub-humid,Gram
Maharashtra,Ahmednagar,Laterite,Zaid,0,15.9,Semi-arid,Groundnut
Maharashtra,Nagpur,Red,Rabi,1,20.9,Sub-humid,Sunflower
Maharashtra,Satara,Black,Kharif,1,6.2,Humid,Jowar
Karnataka,Hubli,Clay,Rabi,1,15.6,Semi-arid,Wheat
Maharashtra,Kolhapur,Red,Rabi,1,12.8,Humid,Sunflower
Maharashtra,Aurangabad,Black,Rabi,1,18.4,Semi-arid,Sunflower
Karnataka,Belgaum,Sandy,Kharif,0,23.2,Semi-arid,Groundnut
Gujarat,Junagadh,Loamy,Zaid,0,22.6,Arid,Maize
Gujarat,Ahmedabad,Loamy,Rabi,1,16.7,Arid,Sunflower
Maharashtra,Nagpur,Laterite,Rabi,1,6.8,Sub-humid,Sunflower
Gujarat,Ahmedabad,Laterite,Rabi,1,9.9,Arid,Gram
Maharashtra,Ahmednagar,Red,Rabi,1,19.3,Semi-arid,Sunflower
Karnataka,Gulbarga,Laterite,Zaid,1,1.0,Semi-arid,Groundnut
Maharashtra,Kolhapur,Alluvial,Zaid,1,7.0,Humid,Maize
Gujarat,Vadodara,Loamy,Kharif,1,22.7,Semi-arid,Soybean
Maharashtra,Nashik,Laterite,Kharif,0,23.3,Semi-arid,Groundnut
Gujarat,Ahmedabad,Black,Rabi,0,20.4,Arid,Sunflower
Karnataka,Hubli,Loamy,Zaid,1,13.6,Semi-arid,Sunflower
Maharashtra,Pune,Black,Zaid,0,21.8,Semi-arid,Sunflower
Gujarat,Surat,Black,Kharif,1,20.5,Humid,Jowar
Gujarat,Ahmedabad,Alluvial,Kharif,0,22.4,Arid,Rice
Gujarat,Junagadh,Loamy,Rabi,1,5.9,Arid,Wheat
Karnataka,Gulbarga,Laterite,Kharif,0,17.1,Semi-arid,Groundnut
Maharashtra,Pune,Laterite,Kharif,1,18.4,Semi-arid,Tur
Karnataka,Bangalore Rural,Black,Kharif,0,16.9,Semi-arid,Jowar
Gujarat,Rajkot,Black,Zaid,1,17.0,Semi-arid,Sunflower
Maharashtra,Pune,Laterite,Rabi,1,16.8,Semi-arid,Wheat
Karnataka,Gulbarga,Alluvial,Zaid,1,1.2,Semi-arid,Maize
Gujarat,Vadodara,Laterite,Zaid,1,14.5,Semi-arid,Groundnut
Maharashtra,Solapur,Laterite,Rabi,1,22.8,Arid,Sunflower
Maharashtra,Kolhapur,Loamy,Rabi,1,6.5,Humid,Wheat
Gujarat,Surat,Clay,Rabi,1,25.0,Humid,Wheat
Karnataka,Hubli,Loamy,Zaid,1,21.2,Semi-arid,Maize
Karnataka,Belgaum,Clay,Zaid,1,24.6,Semi-arid,Groundnut
Gujarat,Rajkot,Clay,Rabi,0,23.4,Semi-arid,Gram
Gujarat,Junagadh,Red,Zaid,0,10.5,Arid,Maize
Gujarat,Ahmedabad,Sandy,Kharif,1,20.3,Arid,Groundnut
Gujarat,Vadodara,Loamy,Kharif,1,15.9,Semi-arid,Soybean
Gujarat,Ahmedabad,Sandy,Rabi,1,20.7,Arid,Wheat
Maharashtra,Pune,Loamy,Kharif,1,3.4,Semi-arid,Sunflower
Maharashtra,Nagpur,Loamy,Rabi,0,3.2,Sub-humid,Sunflower
Maharashtra,Satara,Red,Rabi,1,9.1,Humid,Sunflower
Maharashtra,Ahmednagar,Black,Kharif,1,11.8,Semi-arid,Sunflower
Gujarat,Vadodara,Loamy,Rabi,1,16.7,Semi-arid,Gram
Maharashtra,Nagpur,Red,Zaid,0,24.9,Sub-humid,Sunflower
Gujarat,Junagadh,Clay,Rabi,0,15.3,Arid,Gram
Karnataka,Hubli,Red,Zaid,0,24.9,Semi-arid,Groundnut
Karnataka,Gulbarga,Clay,Zaid,1,4.8,Semi-arid,Groundnut
Maharashtra,Nashik,Loamy,Kharif,1,21.5,Semi-arid,Sunflower
Karnataka,Mysore,Black,Kharif,0,17.3,Humid,Sunflower
Gujarat,Junagadh,Laterite,Rabi,1,2.8,Arid,Gram
Karnataka,Bangalore Rural,Alluvial,Kharif,1,18.9,Semi-arid,Maize
Maharashtra,Solapur,Alluvial,Kharif,1,3.8,Arid,Maize
Maharashtra,Aurangabad,Clay,Zaid,0,21.2,Semi-arid,Maize
Karnataka,Bangalore Rural,Sandy,Zaid,0,24.2,Semi-arid,Groundnut
Gujarat,Ahmedabad,Laterite,Zaid,1,11.6,Arid,Groundnut
Maharashtra,Kolhapur,Red,Kharif,1,8.4,Humid,Sunflower
Gujarat,Rajkot,Black,Rabi,1,23.0,Semi-arid,Gram
Maharashtra,Nagpur,Sandy,Zaid,1,13.5,Sub-humid,Groundnut
Maharashtra,Kolhapur,Laterite,Zaid,1,4.8,Humid,Groundnut
Gujarat,Junagadh,Alluvial,Kharif,0,17.8,Arid,Maize
Gujarat,Surat,Clay,Rabi,1,16.5,Humid,Gram
Maharashtra,Pune,Loamy,Rabi,1,23.2,Semi-arid,Gram
Karnataka,Bangalore Rural,Sandy,Zaid,0,24.0,Semi-arid,Groundnut
Gujarat,Surat,Red,Kharif,1,5.5,Humid,Maize
Maharashtra,Nashik,Red,Rabi,1,17.8,Semi-arid,Sunflower
Maharashtra,Kolhapur,Laterite,Zaid,1,16.9,Humid,Groundnut
Gujarat,Rajkot,Clay,Zaid,1,24.0,Semi-arid,Groundnut
Gujarat,Junagadh,Alluvial,Rabi,1,6.3,Arid,Wheat
Gujarat,Surat,Loamy,Rabi,1,11.7,Humid,Wheat
Karnataka,Mysore,Clay,Zaid,1,24.6,Humid,Onion
Maharashtra,Ahmednagar,Loamy,Rabi,1,22.5,Semi-arid,Wheat
Karnataka,Mysore,Laterite,Kharif,1,0.9,Humid,Tur
Karnataka,Gulbarga,Alluvial,Rabi,1,5.1,Semi-arid,Gram
Gujarat,Vadodara,Alluvial,Rabi,1,16.1,Semi-arid,Wheat
Maharashtra,Ahmednagar,Clay,Zaid,1,12.2,Semi-arid,Onion
Karnataka,Hubli,Black,Kharif,0,14.7,Semi-arid,Soybean
Gujarat,Surat,Red,Zaid,1,15.9,Humid,Maize
Karnataka,Gulbarga,Clay,Kharif,1,6.5,Semi-arid,Rice
Gujarat,Rajkot,Red,Kharif,1,4.8,Semi-arid,Tur
Karnataka,Gulbarga,Red,Rabi,0,20.0,Semi-arid,Sunflower
Karnataka,Bangalore Rural,Clay,Kharif,1,24.2,Semi-arid,Rice
Karnataka,Bangalore Rural,Loamy,Rabi,0,24.9,Semi-arid,Sunflower
